pdt162;400
pdt163;300
pdt164;337
pdt165;583
pdt166;575
pdt167;407
pdt168;296
pdt169;577
pdt170;388
pdt171;489
pdt172;488
pdt173;447
pdt174;274
pdt175;363
pdt176;310
pdt177;253
pdt178;378
pdt179;249
pdt180;339
pdt181;526
pdt182;575
pdt183;569
pdt184;331
pdt185;526
pdt186;565
pdt187;371
pdt188;231
pdt189;552
pdt190;588
pdt191;455
pdt192;272
pdt193;214
pdt194;524
pdt195;585
pdt196;574
pdt197;241
pdt198;377
pdt199;293
pdt200;367
pdt201;380
pdt202;200
pdt203;267
pdt204;426
pdt205;576
pdt206;505
pdt207;451
pdt208;328
pdt209;424
pdt210;561
pdt211;521
pdt212;501
pdt213;244
pdt214;335
pdt215;357
pdt216;295
pdt217;533
pdt218;415
pdt219;449
pdt220;395
pdt221;549
pdt222;464
pdt223;228
pdt224;317
pdt225;318
pdt226;541
pdt227;480
pdt228;395
pdt229;454
pdt230;457
pdt231;523
pdt232;212
pdt233;459
pdt234;272
pdt235;463
pdt236;539
pdt237;592
pdt238;404
pdt239;481
pdt240;357
pdt241;364
pdt242;277
pdt243;292
pdt244;231
pdt245;355
pdt246;203
pdt247;300
pdt248;211
pdt249;592
pdt250;478
pdt251;562
pdt252;247
pdt253;352
pdt254;364
pdt255;228
pdt256;293
pdt257;449
pdt258;291
pdt259;468
pdt260;507
pdt261;276
pdt262;489
pdt263;313
pdt264;441
pdt265;597
pdt266;307
pdt267;290
pdt268;574
pdt269;586
pdt270;212
pdt271;219
pdt272;258
pdt273;440
pdt274;397
pdt275;418
pdt276;495
pdt277;326
pdt278;490
pdt279;221
pdt280;393
pdt281;311
pdt282;592
pdt283;381
pdt284;508
pdt285;531
pdt286;270
pdt287;568
pdt288;546
pdt289;437
pdt290;235
pdt291;462
pdt292;312
pdt293;496
pdt294;330
pdt295;592
pdt296;370
pdt297;331
pdt298;344
pdt299;433
pdt300;582
pdt301;333
pdt302;422
pdt303;356
pdt304;499
pdt305;592
pdt306;337
pdt307;434
pdt308;375
pdt309;243
pdt310;215
pdt311;591
pdt312;309
pdt313;389
pdt314;465
pdt315;364
pdt316;300
pdt317;507
pdt318;275
pdt319;420
pdt320;423
pdt321;342
pdt322;526
pdt323;448
pdt324;531
pdt325;238
pdt326;371
pdt327;333
pdt328;505
pdt329;254
pdt330;232
pdt331;416
pdt332;271
pdt333;359
pdt334;445
pdt335;528
pdt336;365
pdt337;315
pdt338;527
pdt339;279
pdt340;254
pdt341;375
pdt342;219
pdt343;314
pdt344;447
pdt345;587
pdt346;285
pdt347;241
pdt348;528
pdt349;421
pdt350;321
pdt351;238
pdt352;286
pdt353;548
pdt354;258
pdt355;233
pdt356;230
pdt357;348
pdt358;557
pdt359;480
pdt360;302
pdt361;323
pdt362;496
pdt363;311
pdt364;366
pdt365;346
pdt366;207
pdt367;552
pdt368;323
pdt369;428
pdt370;351
pdt371;458
pdt372;353
pdt373;267
pdt374;221
pdt375;485
pdt376;299
pdt377;512
pdt378;277
pdt379;441
pdt380;582
pdt381;576
pdt382;272
pdt383;468
pdt384;303
pdt385;239
pdt386;398
pdt387;531
pdt388;534
pdt389;461
pdt390;548
pdt391;504
pdt392;349
pdt393;308
pdt394;582
pdt395;226
pdt396;562
pdt397;398
pdt398;419
pdt399;440
pdt400;541
pdt401;388
pdt402;482
pdt403;258
pdt404;542
pdt405;572
pdt406;371
pdt407;485
pdt408;220
pdt409;457
pdt410;474
pdt411;210
pdt412;238
pdt413;429
pdt414;238
pdt415;418
pdt416;351
pdt417;302
pdt418;333
pdt419;212
pdt420;432
pdt421;571
pdt422;381
pdt423;323
pdt424;391
pdt425;409
pdt426;586
pdt427;293
pdt428;424
pdt429;346
pdt430;411
pdt431;384
pdt432;391
pdt433;386
pdt434;579
pdt435;492
pdt436;545
pdt437;213
pdt438;555
pdt439;441
pdt440;440
pdt441;327
pdt442;345
pdt443;536
pdt444;420
pdt445;533
pdt446;554
pdt447;410
pdt448;225
pdt449;374
pdt450;359
pdt451;364
pdt452;414
pdt453;262
pdt454;457
pdt455;237
pdt456;470
pdt457;594
pdt458;316
pdt459;562
pdt460;414
pdt461;516
pdt462;322
pdt463;516
pdt464;352
pdt465;223
pdt466;469
pdt467;468
pdt468;464
pdt469;469
pdt470;580
pdt471;410
pdt472;288
pdt473;312
pdt474;447
pdt475;355
pdt476;486
pdt477;254
pdt478;356
pdt479;449
pdt480;251
pdt481;596
pdt482;504
pdt483;291
pdt484;492
pdt485;314
pdt486;229
pdt487;442
pdt488;380
pdt489;457
pdt490;527
pdt491;480
pdt492;304
pdt493;520
pdt494;463
pdt495;403
pdt496;366
pdt497;279
pdt498;443
pdt499;263
pdt500;440
pdt501;454
pdt502;221
pdt503;226
pdt504;567
pdt505;590
pdt506;351
pdt507;252
pdt508;477
pdt509;237
pdt510;453
pdt511;385
pdt512;554
pdt513;226
pdt514;369
pdt515;215
pdt516;292
pdt517;242
pdt518;560
pdt519;202
pdt520;212
pdt521;465
pdt522;520
pdt523;574
pdt524;217
pdt525;399
pdt526;596
pdt527;485
pdt528;253
pdt529;321
pdt530;299
pdt531;324
pdt532;236
pdt533;296
pdt534;395
pdt535;404
pdt536;350
pdt537;479
pdt538;533
pdt539;223
pdt540;458
pdt541;511
pdt542;562
pdt543;387
pdt544;372
pdt545;225
pdt546;469
pdt547;426
pdt548;228
pdt549;261
pdt550;302
pdt551;332
pdt552;292
pdt553;271
pdt554;363
pdt555;390
pdt556;315
pdt557;337
pdt558;565
pdt559;362
pdt560;456
pdt561;410
pdt562;372
pdt563;477
pdt564;413
pdt565;457
pdt566;476
pdt567;208
pdt568;509
pdt569;232
pdt570;443
pdt571;423
pdt572;498
pdt573;489
pdt574;586
pdt575;583
pdt576;256
pdt577;424
pdt578;512
pdt579;271
pdt580;571
pdt581;593
pdt582;535
pdt583;228
pdt584;594
pdt585;282
pdt586;273
pdt587;200
pdt588;566
pdt589;276
pdt590;433
pdt591;464
pdt592;343
pdt593;432
pdt594;426
pdt595;290
pdt596;338
pdt597;556
pdt598;332
pdt599;424
pdt600;375
pdt601;339
pdt602;590
pdt603;291
pdt604;377
pdt605;294
pdt606;336
pdt607;538
pdt608;501
pdt609;467
pdt610;228
pdt611;533
pdt612;517
pdt613;309
pdt614;521
pdt615;259
pdt616;512
pdt617;477
pdt618;517
pdt619;253
pdt620;205
pdt621;314
pdt622;357
pdt623;547
pdt624;430
pdt625;523
pdt626;254
pdt627;297
pdt628;587
pdt629;540
pdt630;211
pdt631;532
pdt632;593
pdt633;549
pdt634;200
pdt635;475
pdt636;439
pdt637;203
pdt638;215
pdt639;362
pdt640;496
pdt641;214
pdt642;500
pdt643;530
pdt644;546
pdt645;349
pdt646;419
pdt647;540
pdt648;511
pdt649;313
pdt650;473
pdt651;240
pdt652;280
pdt653;511
pdt654;229
pdt655;207
pdt656;596
pdt657;300
pdt658;261
pdt659;339
pdt660;439
pdt661;449
pdt662;286
pdt663;536
pdt664;527
pdt665;557
pdt666;200
pdt667;284
pdt668;344
pdt669;231
pdt670;330
pdt671;544
pdt672;562
pdt673;222
pdt674;218
pdt675;387
pdt676;431
pdt677;586
pdt678;441
pdt679;282
pdt680;598
pdt681;372
pdt682;510
pdt683;515
pdt684;305
pdt685;297
pdt686;214
pdt687;473
pdt688;269
pdt689;383
pdt690;329
pdt691;380
pdt692;382
pdt693;466
pdt694;295
pdt695;548
pdt696;508
pdt697;303
pdt698;297
pdt699;438
pdt700;519
pdt701;281
pdt702;545
pdt703;576
pdt704;319
pdt705;378
pdt706;336
pdt707;282
pdt708;304
pdt709;352
pdt710;536
pdt711;518
pdt712;285
pdt713;543
pdt714;305
pdt715;449
pdt716;365
pdt717;505
pdt718;474
pdt719;337
pdt720;267
pdt721;242
pdt722;462
pdt723;437
pdt724;288
pdt725;442
pdt726;293
pdt727;328
pdt728;511
pdt729;255
pdt730;444
pdt731;453
pdt732;567
pdt733;323
pdt734;481
pdt735;571
pdt736;251
pdt737;445
pdt738;539
pdt739;499
pdt740;345
pdt741;381
pdt742;265
pdt743;375
pdt744;340
pdt745;386
pdt746;357
pdt747;447
pdt748;542
pdt749;263
pdt750;318
pdt751;558
pdt752;325
pdt753;334
pdt754;521
pdt755;204
pdt756;480
pdt757;510
pdt758;470
pdt759;291
pdt760;379
pdt761;339
pdt762;457
pdt763;212
pdt764;208
pdt765;254
pdt766;472
pdt767;544
pdt768;539
pdt769;568
pdt770;391
pdt771;532
pdt772;494
pdt773;562
pdt774;299
pdt775;504
pdt776;591
pdt777;263
pdt778;239
pdt779;484
pdt780;419
pdt781;456
pdt782;536
pdt783;497
pdt784;295
pdt785;226
pdt786;283
pdt787;283
pdt788;290
pdt789;317
pdt790;444
pdt791;294
pdt792;239
pdt793;507
pdt794;570
pdt795;392
pdt796;432
pdt797;426
pdt798;542
pdt799;441
pdt800;451
pdt801;539
pdt802;403
pdt803;349
pdt804;456
pdt805;255
pdt806;559
pdt807;265
pdt808;414
pdt809;463
pdt810;502
pdt811;567
pdt812;491
pdt813;278
pdt814;313
pdt815;532
pdt816;455
pdt817;373
pdt818;531
pdt819;394
pdt820;283
pdt821;458
pdt822;346
pdt823;511
pdt824;466
pdt825;475
pdt826;357
pdt827;519
pdt828;243
pdt829;242
pdt830;425
pdt831;516
pdt832;577
pdt833;431
pdt834;290
pdt835;417
pdt836;596
pdt837;353
pdt838;475
pdt839;580
pdt840;339
pdt841;553
pdt842;462
pdt843;295
pdt844;338
pdt845;232
pdt846;526
pdt847;311
pdt848;214
pdt849;363
pdt850;598
pdt851;553
pdt852;387
pdt853;471
pdt854;594
pdt855;475
pdt856;220
pdt857;459
pdt858;592
pdt859;242
pdt860;563
pdt861;355
pdt862;486
pdt863;257
pdt864;480
pdt865;371
pdt866;351
pdt867;281
pdt868;291
pdt869;356
pdt870;339
pdt871;447
pdt872;458
pdt873;435
pdt874;369
pdt875;565
pdt876;526
pdt877;238
pdt878;339
pdt879;587
pdt880;350
pdt881;438
pdt882;397
pdt883;523
pdt884;289
pdt885;326
pdt886;370
pdt887;453
pdt888;295
pdt889;415
pdt890;294
pdt891;266
pdt892;384
pdt893;201
pdt894;217
pdt895;309
pdt896;593
pdt897;432
pdt898;456
pdt899;281
pdt900;508
pdt901;237
pdt902;579
pdt903;468
pdt904;456
pdt905;523
pdt906;589
pdt907;551
pdt908;580
pdt909;477
pdt910;260
pdt911;495
pdt912;348
pdt913;322
pdt914;223
pdt915;327
pdt916;298
pdt917;377
pdt918;572
pdt919;323
pdt920;256
pdt921;599
pdt922;487
pdt923;292
pdt924;360
pdt925;570
pdt926;542
pdt927;558
pdt928;407
pdt929;560
pdt930;225
pdt931;210
pdt932;246
pdt933;339
pdt934;597
pdt935;221
pdt936;311
pdt937;349
pdt938;294
pdt939;381
pdt940;444
pdt941;348
pdt942;234
pdt943;221
pdt944;559
pdt945;308
pdt946;313
pdt947;300
pdt948;437
pdt949;339
pdt950;599
pdt951;243
pdt952;370
pdt953;265
pdt954;290
pdt955;268
pdt956;217
pdt957;340
pdt958;398
pdt959;365
pdt960;475
pdt961;508
pdt962;257
pdt963;301
pdt964;288
pdt965;354
pdt966;599
pdt967;552
pdt968;204
pdt969;438
pdt970;281
pdt971;417
pdt972;421
pdt973;369
pdt974;233
pdt975;379
pdt976;252
pdt977;522
pdt978;243
pdt979;585
pdt980;376
pdt981;411
pdt982;360
pdt983;520
pdt984;301
pdt985;329
pdt986;292
pdt987;321
pdt988;236
pdt989;350
pdt990;310
pdt991;596
pdt992;578
pdt993;509
pdt994;538
pdt995;412
pdt996;362
pdt997;526
pdt998;239
pdt999;325
pdt1000;279
pdt1001;303
pdt1002;420
pdt1003;322
pdt1004;368
pdt1005;219
pdt1006;252
pdt1007;537
pdt1008;473
pdt1009;264
pdt1010;516
pdt1011;276
pdt1012;557
pdt1013;405
pdt1014;357
pdt1015;419
pdt1016;314
pdt1017;408
pdt1018;525
pdt1019;568
pdt1020;596
pdt1021;593
pdt1022;206
pdt1023;309
pdt1024;528
pdt1025;592
pdt1026;530
pdt1027;334
pdt1028;557
pdt1029;336
pdt1030;536
pdt1031;513
pdt1032;372
pdt1033;547
pdt1034;502
pdt1035;419
pdt1036;317
pdt1037;460
pdt1038;485
pdt1039;263
pdt1040;435
pdt1041;594
pdt1042;242
pdt1043;324
pdt1044;259
pdt1045;500
pdt1046;382
pdt1047;359
pdt1048;502
pdt1049;324
pdt1050;373
pdt1051;356
pdt1052;586
pdt1053;304
pdt1054;499
pdt1055;468
pdt1056;431
pdt1057;460
pdt1058;395
pdt1059;239
pdt1060;253
pdt1061;306
pdt1062;529
pdt1063;582
pdt1064;417
pdt1065;465
pdt1066;530
pdt1067;476
pdt1068;405
pdt1069;334
pdt1070;293
pdt1071;456
pdt1072;275
pdt1073;284
pdt1074;435
pdt1075;224
pdt1076;525
pdt1077;557
pdt1078;279
pdt1079;212
pdt1080;451
pdt1081;552
pdt1082;566
pdt1083;487
pdt1084;280
pdt1085;418
pdt1086;396
pdt1087;218
pdt1088;420
pdt1089;311
pdt1090;496
pdt1091;436
pdt1092;489
pdt1093;378
pdt1094;521
pdt1095;254
pdt1096;411
pdt1097;247
pdt1098;574
pdt1099;218
pdt1100;490
pdt1101;367
pdt1102;204
pdt1103;586
pdt1104;349
pdt1105;458
pdt1106;574
pdt1107;217
pdt1108;512
pdt1109;368
pdt1110;432
pdt1111;473
pdt1112;297
pdt1113;239
pdt1114;532
pdt1115;262
pdt1116;333
pdt1117;305
pdt1118;287
pdt1119;485
pdt1120;364
pdt1121;322
pdt1122;447
pdt1123;332
pdt1124;381
pdt1125;470
pdt1126;429
pdt1127;528
pdt1128;436
pdt1129;287
pdt1130;452
pdt1131;274
pdt1132;213
pdt1133;426
pdt1134;578
pdt1135;240
pdt1136;226
pdt1137;594
pdt1138;265
pdt1139;290
pdt1140;481
pdt1141;581
pdt1142;525
pdt1143;409
pdt1144;286
pdt1145;487
pdt1146;448
pdt1147;215
pdt1148;204
pdt1149;280
pdt1150;295
pdt1151;306
pdt1152;569
pdt1153;327
pdt1154;581
pdt1155;460
pdt1156;425
pdt1157;539
pdt1158;385
pdt1159;529
pdt1160;580
pdt1161;369
pdt1162;338
pdt1163;277
pdt1164;389
pdt1165;587
pdt1166;315
pdt1167;219
pdt1168;421
pdt1169;553
pdt1170;481
pdt1171;420
pdt1172;228
pdt1173;237
pdt1174;335
pdt1175;584
pdt1176;522
pdt1177;277
pdt1178;514
pdt1179;557
pdt1180;352
pdt1181;593
pdt1182;491
pdt1183;271
pdt1184;266
pdt1185;486
pdt1186;526
pdt1187;475
pdt1188;461
pdt1189;494
pdt1190;503
pdt1191;592
pdt1192;508
pdt1193;379
pdt1194;558
pdt1195;372
pdt1196;307
pdt1197;248
pdt1198;592
pdt1199;543
pdt1200;345
pdt1201;421
pdt1202;533
pdt1203;585
pdt1204;343
pdt1205;466
pdt1206;248
pdt1207;296
pdt1208;480
pdt1209;371
pdt1210;409
pdt1211;242
pdt1212;227
pdt1213;540
pdt1214;555
pdt1215;386
pdt1216;397
pdt1217;428
pdt1218;519
pdt1219;536
pdt1220;469
pdt1221;363
pdt1222;518
pdt1223;568
pdt1224;469
pdt1225;476
pdt1226;366
pdt1227;393
pdt1228;339
pdt1229;424
pdt1230;252
pdt1231;419
pdt1232;340
pdt1233;301
pdt1234;307
pdt1235;344
pdt1236;284
pdt1237;398
pdt1238;570
pdt1239;376
pdt1240;223
pdt1241;323
pdt1242;370
pdt1243;586
pdt1244;309
pdt1245;416
pdt1246;591
pdt1247;384
pdt1248;552
pdt1249;396
pdt1250;385
pdt1251;201
pdt1252;390
pdt1253;389
pdt1254;238
pdt1255;597
pdt1256;484
pdt1257;316
pdt1258;388
pdt1259;574
pdt1260;591
pdt1261;225
pdt1262;213
pdt1263;589
pdt1264;425
pdt1265;561
pdt1266;309
pdt1267;207
pdt1268;501
pdt1269;299
pdt1270;491
pdt1271;533
pdt1272;269
pdt1273;464
pdt1274;535
pdt1275;459
pdt1276;295
pdt1277;347
pdt1278;599
pdt1279;586
pdt1280;474
pdt1281;554
pdt1282;339
pdt1283;301
pdt1284;429
pdt1285;289
pdt1286;568
pdt1287;205
pdt1288;470
pdt1289;441
pdt1290;221
pdt1291;495
pdt1292;358
pdt1293;458
pdt1294;250
pdt1295;402
pdt1296;571
pdt1297;543
pdt1298;262
pdt1299;308
pdt1300;475
pdt1301;586
pdt1302;431
pdt1303;277
pdt1304;321
pdt1305;292
pdt1306;361
pdt1307;409
pdt1308;284
pdt1309;572
pdt1310;420
pdt1311;291
pdt1312;247
pdt1313;217
pdt1314;265
pdt1315;304
pdt1316;430
pdt1317;460
pdt1318;436
pdt1319;571
pdt1320;256
pdt1321;242
pdt1322;597
pdt1323;285
pdt1324;460
pdt1325;335
pdt1326;316
pdt1327;302
pdt1328;331
pdt1329;382
pdt1330;208
pdt1331;415
pdt1332;317
pdt1333;314
pdt1334;589
pdt1335;584
pdt1336;328
pdt1337;205
pdt1338;575
pdt1339;322
pdt1340;394
pdt1341;473
pdt1342;395
pdt1343;408
pdt1344;281
pdt1345;462
pdt1346;471
pdt1347;542
pdt1348;296
pdt1349;206
pdt1350;372
pdt1351;558
pdt1352;256
pdt1353;525
pdt1354;297
pdt1355;312
pdt1356;297
pdt1357;261
pdt1358;384
pdt1359;555
pdt1360;515
pdt1361;378
pdt1362;302
pdt1363;390
pdt1364;571
pdt1365;416
pdt1366;543
pdt1367;300
pdt1368;215
pdt1369;363
pdt1370;334
pdt1371;220
pdt1372;355
pdt1373;232
pdt1374;529
pdt1375;586
pdt1376;513
pdt1377;221
pdt1378;363
pdt1379;513
pdt1380;443
pdt1381;493
pdt1382;353
pdt1383;511
pdt1384;256
pdt1385;375
pdt1386;443
pdt1387;442
pdt1388;209
pdt1389;411
pdt1390;401
pdt1391;387
pdt1392;470
pdt1393;586
pdt1394;329
pdt1395;275
pdt1396;533
pdt1397;397
pdt1398;305
pdt1399;551
pdt1400;593
pdt1401;327
pdt1402;479
pdt1403;391
pdt1404;250
pdt1405;280
pdt1406;475
pdt1407;423
pdt1408;484
pdt1409;362
pdt1410;481
pdt1411;361
pdt1412;385
pdt1413;266
pdt1414;447
pdt1415;552
pdt1416;452
pdt1417;348
pdt1418;463
pdt1419;489
pdt1420;540
pdt1421;325
pdt1422;505
pdt1423;503
pdt1424;354
pdt1425;344
pdt1426;294
pdt1427;545
pdt1428;268
pdt1429;577
pdt1430;224
pdt1431;547
pdt1432;409
pdt1433;401
pdt1434;532
pdt1435;250
pdt1436;325
pdt1437;281
pdt1438;549
pdt1439;266
pdt1440;233
pdt1441;373
pdt1442;344
pdt1443;322
pdt1444;513
pdt1445;432
pdt1446;420
pdt1447;363
pdt1448;525
pdt1449;271
pdt1450;486
pdt1451;248
pdt1452;568
pdt1453;201
pdt1454;224
pdt1455;455
pdt1456;375
pdt1457;282
pdt1458;247
pdt1459;252
pdt1460;437
pdt1461;331
pdt1462;211
pdt1463;445
pdt1464;357
pdt1465;528
pdt1466;429
pdt1467;366
pdt1468;211
pdt1469;336
pdt1470;515
pdt1471;223
pdt1472;367
pdt1473;229
pdt1474;453
pdt1475;438
pdt1476;487
pdt1477;537
pdt1478;272
pdt1479;430
pdt1480;465
pdt1481;333
pdt1482;490
pdt1483;442
pdt1484;581
pdt1485;546
pdt1486;432
pdt1487;468
pdt1488;578
pdt1489;355
pdt1490;446
pdt1491;338
pdt1492;557
pdt1493;350
pdt1494;250
pdt1495;588
pdt1496;242
pdt1497;544
pdt1498;466
pdt1499;515
pdt1500;202
pdt1501;348
pdt1502;303
pdt1503;508
pdt1504;441
pdt1505;434
pdt1506;446
pdt1507;595
pdt1508;514
pdt1509;530
pdt1510;569
pdt1511;292
pdt1512;282
pdt1513;354
pdt1514;332
pdt1515;586
pdt1516;222
pdt1517;501
pdt1518;345
pdt1519;213
pdt1520;400
pdt1521;494
pdt1522;448
pdt1523;356
pdt1524;598
pdt1525;454
pdt1526;228
pdt1527;489
pdt1528;520
pdt1529;415
pdt1530;469
pdt1531;259
pdt1532;286
pdt1533;208
pdt1534;398
pdt1535;481
pdt1536;362
pdt1537;229
pdt1538;360
pdt1539;224
pdt1540;374
pdt1541;340
pdt1542;504
pdt1543;412
pdt1544;505
pdt1545;271
pdt1546;531
pdt1547;501
pdt1548;436
pdt1549;532
pdt1550;411
pdt1551;320
pdt1552;418
pdt1553;459
pdt1554;427
pdt1555;283
pdt1556;237
pdt1557;233
pdt1558;232
pdt1559;383
pdt1560;516
pdt1561;309
pdt1562;546
pdt1563;413
pdt1564;385
pdt1565;391
pdt1566;291
pdt1567;308
pdt1568;294
pdt1569;544
pdt1570;420
pdt1571;344
pdt1572;403
pdt1573;432
pdt1574;237
pdt1575;297
pdt1576;575
pdt1577;474
pdt1578;460
pdt1579;274
pdt1580;200
pdt1581;320
pdt1582;309
pdt1583;400
pdt1584;576
pdt1585;520
pdt1586;271
pdt1587;398
pdt1588;285
pdt1589;537
pdt1590;542
pdt1591;468
pdt1592;527
pdt1593;394
pdt1594;456
pdt1595;260
pdt1596;309
pdt1597;399
pdt1598;386
pdt1599;218
pdt1600;255
pdt1601;541
pdt1602;318
pdt1603;558
pdt1604;370
pdt1605;248
pdt1606;214
pdt1607;464
pdt1608;533
pdt1609;462
pdt1610;449
pdt1611;580
pdt1612;306
pdt1613;290
pdt1614;563
pdt1615;579
pdt1616;340
pdt1617;478
pdt1618;519
pdt1619;438
pdt1620;511
pdt1621;425
pdt1622;289
pdt1623;597
pdt1624;298
pdt1625;409
pdt1626;284
pdt1627;200
pdt1628;390
pdt1629;291
pdt1630;389
pdt1631;584
pdt1632;355
pdt1633;259
pdt1634;415
pdt1635;343
pdt1636;599
pdt1637;419
pdt1638;589
pdt1639;320
pdt1640;527
pdt1641;460
pdt1642;475
pdt1643;262
pdt1644;292
pdt1645;387
pdt1646;426
pdt1647;352
pdt1648;595
pdt1649;434
pdt1650;518
pdt1651;512
pdt1652;417
pdt1653;349
pdt1654;591
pdt1655;426
pdt1656;250
pdt1657;523
pdt1658;475
pdt1659;578
pdt1660;514
pdt1661;406
pdt1662;377
pdt1663;368
pdt1664;243
pdt1665;208
pdt1666;318
pdt1667;247
pdt1668;580
pdt1669;591
pdt1670;414
pdt1671;282
pdt1672;310
pdt1673;311
pdt1674;540
pdt1675;328
pdt1676;539
pdt1677;554
pdt1678;257
pdt1679;353
pdt1680;491
pdt1681;581
pdt1682;260
pdt1683;554
pdt1684;242
pdt1685;498
pdt1686;506
pdt1687;398
pdt1688;279
pdt1689;311
pdt1690;296
pdt1691;256
pdt1692;289
pdt1693;480
pdt1694;316
pdt1695;418
pdt1696;527
pdt1697;375
pdt1698;359
pdt1699;202
pdt1700;532
pdt1701;364
pdt1702;265
pdt1703;276
pdt1704;476
pdt1705;591
pdt1706;201
pdt1707;407
pdt1708;327
pdt1709;476
pdt1710;552
pdt1711;363
pdt1712;350
pdt1713;377
pdt1714;313
pdt1715;277
pdt1716;325
pdt1717;454
pdt1718;568
pdt1719;342
pdt1720;408
pdt1721;512
pdt1722;467
pdt1723;393
pdt1724;371
pdt1725;491
pdt1726;545
pdt1727;433
pdt1728;319
pdt1729;307
pdt1730;283
pdt1731;399
pdt1732;543
pdt1733;386
pdt1734;413
pdt1735;200
pdt1736;215
pdt1737;552
pdt1738;322
pdt1739;328
pdt1740;456
pdt1741;424
pdt1742;463
pdt1743;267
pdt1744;434
pdt1745;436
pdt1746;257
pdt1747;377
pdt1748;552
pdt1749;437
pdt1750;285
pdt1751;441
pdt1752;591
pdt1753;244
pdt1754;298
pdt1755;495
pdt1756;331
pdt1757;492
pdt1758;406
pdt1759;409
pdt1760;476
pdt1761;348
pdt1762;531
pdt1763;264
pdt1764;427
pdt1765;576
pdt1766;292
pdt1767;286
pdt1768;277
pdt1769;517
pdt1770;465
pdt1771;227
pdt1772;325
pdt1773;552
pdt1774;372
pdt1775;317
pdt1776;338
pdt1777;374
pdt1778;490
pdt1779;254
pdt1780;248
pdt1781;355
pdt1782;523
pdt1783;499
pdt1784;265
pdt1785;354
pdt1786;206
pdt1787;371
pdt1788;598
pdt1789;457
pdt1790;319
pdt1791;545
pdt1792;417
pdt1793;282
pdt1794;594
pdt1795;574
pdt1796;451
pdt1797;464
pdt1798;394
pdt1799;574
pdt1800;222
pdt1801;456
pdt1802;480
pdt1803;387
pdt1804;371
pdt1805;302
pdt1806;390
pdt1807;321
pdt1808;369
pdt1809;339
pdt1810;212
pdt1811;357
pdt1812;401
pdt1813;230
pdt1814;416
pdt1815;309
pdt1816;282
pdt1817;277
pdt1818;220
pdt1819;494
pdt1820;274
pdt1821;517
pdt1822;407
pdt1823;449
pdt1824;332
pdt1825;507
pdt1826;435
pdt1827;443
pdt1828;461
pdt1829;236
pdt1830;535
pdt1831;305
pdt1832;561
pdt1833;383
pdt1834;336
pdt1835;413
pdt1836;211
pdt1837;396
pdt1838;262
pdt1839;573
pdt1840;479
pdt1841;567
pdt1842;318
pdt1843;583
pdt1844;526
pdt1845;447
pdt1846;402
pdt1847;376
pdt1848;261
pdt1849;598
pdt1850;478
pdt1851;346
pdt1852;443
pdt1853;292
pdt1854;546
pdt1855;589
pdt1856;270
pdt1857;436
pdt1858;261
pdt1859;268
pdt1860;279
pdt1861;285
pdt1862;211
pdt1863;252
pdt1864;503
pdt1865;450
pdt1866;380
pdt1867;385
pdt1868;377
pdt1869;236
pdt1870;484
pdt1871;248
pdt1872;406
pdt1873;271
pdt1874;549
